frame_id,steering_angle
1479425441182877835,-0.0560475848615
1479425441232704425,-0.0505540575832
1479425441282730750,-0.0484852654239
1479425441332806714,-0.0491433124989
1479425441382790272,-0.0500288493931
1479425441432724303,-0.0495994891971
1479425441482746958,-0.0493300940309
1479425441532802506,-0.0494122384116
1479425441582725165,-0.0497236496045
1479425441632720892,-0.0498234536499
1479425441682732948,-0.0499156590551
1479425441732800574,-0.0512095157057
1479425441782737331,-0.0515817221254
1479425441832816004,-0.0519299827516
1479425441882830087,-0.0513857193291
1479425441932849879,-0.0515938133001
1479425441982783223,-0.052223938331
1479425566304895156,-0.0444312697276
1479425566354424601,-0.0362718325108
1479425566404427958,-0.0286116488278
1479425566454448687,-0.0214246901684
1479425566504452365,-0.0143573644571
1479425566554476305,-0.00897698658518
1479425566604520747,-0.00600249781273
1479425566654578157,-0.00179661135189
1479425566704523592,0.00312896697433
1479425566754524483,0.00440162895829
1479425566804503919,-0.00332849053084
1479425566854553675,-0.0121086050698
1479425566904575361,-0.0206964504847
1479425566954543966,-0.0289326852129
1479425567004604424,-0.0374349763559
1479425567054581686,-0.0452991453407
1479425567104574332,-0.0494727961195
1479425567154583640,-0.0555782889423
1479425663021413650,-0.050041378662
1479425663071380147,-0.0405215583742
1479425663121371469,-0.030070798099
1479425663171394506,-0.0191228296608
1479425663221345601,-0.00806711539626
1479425663271410126,0.004225666821
1479425663321352980,0.0169014289975
1479425663371388320,0.0294830296189
1479425663421405656,0.0408039566129
1479425663471440034,0.0522749017924
1479425663521412639,0.0517232872546
1479425663571425152,0.0526207301766
1479425663621502415,0.0536428939551
1479425663671418784,0.0536731537431
1479425663721480702,0.0535343252122
1479425663771496679,0.0536028049886
1479425663821547885,0.0544158123434
1479425663871541490,0.0531048037112
1479425501793127270,0.0552811041474
1479425501843141897,0.05720866099
1479425501893132976,0.0582172602415
1479425501943119756,0.0574881456792
1479425501993174594,0.0556726787239
1479425502043269577,0.0546406652778
1479425502093224665,0.0539774019271
1479425502143258525,0.0519450910389
1479425502193369929,0.049321180582
1479425502243241339,0.049552032724
1479425502293293122,0.0451400352642
1479425502343271627,0.037778027961
1479425502393302762,0.028086190531
1479425502443328445,0.0170704788063
1479425502493306259,0.00692427852191
1479425502543290803,-0.00255357264541
1479425502593285804,-0.00735941925086
1479425502643303318,-0.0124738218728
1479425502693391452,-0.020996860275
1479425502743334729,-0.0296586366836
1479425502793454825,-0.0371505011339
1479425502843480138,-0.0416299239732
1479425502893402603,-0.0429572639056
1479425502943354570,-0.0434635207988
1479425502993521738,-0.0445365921594
1479425503043380173,-0.0486090411432
1479425503093395746,-0.058326010406
1479425503143448279,-0.0681638669223
1479425503193521390,-0.0751838587224
1479425503243472403,-0.0863349307328
1479425442032874172,-0.0880630824715
1479425443182854411,-0.0920907318592
1479425444083198332,-0.0980999585241
1479425445083281310,-0.105700416118
1479425446433457370,-0.110562942177
1479425447583646955,-0.115861579776
1479425449083989539,-0.111379567906
1479425450434161961,-0.105190223083
1479425451784399230,-0.0896248806268
1479425453334712197,-0.0842087168247
1479425454334887035,-0.0831608895212
1479425455285050614,-0.0803811337799
1479425456085192347,-0.0766225080937
1479425456985195670,-0.0619739773683
1479425458136360647,-0.0373033712618
1479425613062608579,-0.0307588468306
1479425613112610454,-0.0309521547519
1479425613162670508,-0.0316745921038
1479425613212585522,-0.035960320197
1479425613262704402,-0.0231065271422
1479425613312618916,-0.0214021997526
1479425613362625708,-0.0132165145129
1479425613412701080,-0.00170113146305
1479425613462684754,0.0017983189784
1479425613512676329,-0.00765656242147
1479425613562670429,0.00506579866633
1479425613612754234,0.0151866472326
1479425613662724423,0.0269990320317
1479425613712695023,0.0328966753557
1479425613762764882,0.0363082041964
1479425613812763317,0.0464602729306
1479425613862741161,0.0511679559946
1479425460735978366,0.0857818182558
1479425460786022659,0.120180619881
1479425460836126575,0.15526725091
1479425460886062982,0.187332414463
1479425460936039201,0.219210877642
1479425460986067216,0.250184672326
1479425461036044239,0.282343657315
1479425461086025165,0.31299492605
1479425461136092742,0.344948519766
1479425461186041375,0.376294621825
1479425461236058072,0.375069525838
1479425461286099435,0.374651420116
1479425461336139116,0.373338511586
1479425461386151397,0.372804492712
1479425461436092381,0.371888649464
1479425461486115901,0.369642549753
1479425461536098853,0.366256549954
1479425461586114145,0.361184355617
1479425461636214238,0.354389578104
1479425461686225785,0.346161332726
1479425461736150276,0.337489542365
1479425461786111572,0.325540035963
1479425461836053567,0.312722669542
1479425461886149455,0.302839232981
1479425461936239444,0.292334897816
1479425461986247230,0.28317451328
1479425462036292389,0.272793720663
1479425537149444934,0.218540501595
1479425537199312647,0.164043793082
1479425537249527048,0.110081145167
1479425537299432948,0.0574116304517
1479425537349385340,0.00781532824039
1479425537399403572,-0.0392119377851
1479425537449534772,-0.0883577525616
1479425537499378866,-0.136329294741
1479425537549408926,-0.186691907048
1479425537599476603,-0.236826816201
1479425537649445880,-0.240876276791
1479425537699393523,-0.247801853716
1479425537749448648,-0.25370566994
1479425537799432595,-0.259941983223
1479425537849505327,-0.267039869726
1479425675773591537,-0.235224552453
1479425675823586227,-0.203174461424
1479425675873587755,-0.170905832946
1479425675923660325,-0.136810115725
1479425675973614051,-0.101582314074
1479425676023637646,-0.0660914748907
1479425676073591489,-0.027595371753
1479425676123592257,0.0094865269959
1479425676173668081,0.0469007208943
1479425676223667071,0.0838828228414
1479425676273657389,0.0807080432773
1479425676323704925,0.0781197331846
1479425676373653565,0.0759028032422
1479425676423542218,0.0720552008599
1479425676473525937,0.0676512751728
1479425676523613941,0.0630045820028
1479425676573571356,0.0588177990168
1479425676623598369,0.0561356641352
1479425676673846928,0.0537437416613
1479425676723773735,0.051553786546
1479425676773827560,0.0498039085418
1479425676823914223,0.0483793690801
1479425676873851653,0.0465623375028
1479425676923853805,0.0466320540756
1479425639617260341,0.0436376747675
1479425639667274161,0.0389905776829
1479425639717287099,0.0381096504629
1479425639767301216,0.0377819232643
1479425639817298432,0.0371149856597
1479425639867302987,0.0367427054793
1479425639917382327,0.0370875652879
1479425639967414679,0.0372947584838
1479425640017388712,0.0365436844528
1479425640067352610,0.0337143037468
1479425640117385515,0.0371970064007
1479425640167423008,0.0403324529529
1479425640217396139,0.0398694844916
1479425640267411328,0.0385817727074
1479425640317407407,0.0373057208955
1479425640367408342,0.035111580044
1479425640417447731,0.0333905164152
1479425640467436171,0.0303052537143
1479425640517395803,0.0245600534603
1479425640567477826,0.0215181042906
1479425640617453701,0.0132784178015
1479425640667468661,0.00715706585906
1479425640717462828,-0.000452212290838
1479425640767464877,-0.00780868348666
1479425640817513590,-0.0154214216862
1479425640867582080,-0.0215722995345
1479425640917502233,-0.0288625309709
1479425640967461623,-0.0365219390485
1479425588158325629,-0.0312373605091
1479425588208295879,-0.0274979643524
1479425588258314141,-0.0201920688152
1479425588308311383,-0.0126924801618
1479425588358325879,-0.00416937507689
1479425588408371198,0.00456586666405
1479425588458379987,0.0136097986251
1479425588508496795,0.0214741043746
1479425588558429826,0.0289136633277
1479425588608394882,0.0378341946751
1479425588658367112,0.0372967438772
1479425588708447918,0.0366094363853
1479425588758449296,0.0355713473633
1479425588808489476,0.034029777348
1479425588858404637,0.0333802979439
1479425588908520442,0.0322925234213
1479425588958468197,0.0314058819786
1479425589008487149,0.0312341796234
1479425589058446132,0.0324465734884
1479425589108517689,0.0341191319749
1479425589158380684,0.0365238819271
1479425589208467413,0.0403449293226
1479425589258474941,0.0436620749533
1479425589308445202,0.0484948145226
1479425589358411498,0.0527841994539
1479425589408450187,0.058946660161
1479425482689800193,0.0587713200599
1479425482739811890,0.0577221682295
1479425482789802899,0.054637959972
1479425482839871403,0.0464321328327
1479425482889818491,0.0386125901714
1479425482939888311,0.0320977493247
1479425482990024259,0.0221523369721
1479425483039857199,0.0109394396713
1479425483089982809,0.000261855783174
1479425483139940003,-0.0114528105536
1479425483189903545,-0.0185828921327
1479425483239937856,-0.0225582553016
1479425483289899135,-0.0296992212476
1479425483339973692,-0.0329643638746
1479425483389926110,-0.037513481261
1479425483440027209,-0.0438121101819
1479425483490051428,-0.0472181118093
1479425483539966508,-0.050958944764
1479425483590036702,-0.0544391113333
1479425483640054335,-0.0594812701456
1479425483689970189,-0.0639044254087
1479425483739974784,-0.0707366898656
1479425483789997770,-0.0740216784179
1479425483840003304,-0.0767275288701
1479425483889996738,-0.0797742933035
1479425519446200629,-0.0805688805878
1479425519496250478,-0.080622330308
1479425519546232164,-0.0807903558016
1479425519596211236,-0.0810491271317
1479425519646244666,-0.0784073367715
1479425519696250734,-0.076656153053
1479425519746289904,-0.0740256875753
1479425519796268780,-0.0703511085361
1479425519846313549,-0.0657645691186
1479425519896290952,-0.0547837068327
1479425519946311423,-0.0491597833112
1479425519996306554,-0.0449905194342
1479425520046335388,-0.040598963201
1479425520096306363,-0.0372068934143
1479425520146410769,-0.0379117175937
1479425520196339278,-0.0355898592621
1479425520246419766,-0.0300641535665
1479425520296428839,-0.0242667152896
1479425520346368633,-0.021971680352
1479425653319683872,0.0234286844381
1479425653369684377,0.0674441505806
1479425653419679171,0.113166182733
1479425653469711261,0.157559103763
